filename,species,status
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/48.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/50.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/8.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Aguila_arpia_peligro/9.jpg,aguila arpia,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/10.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/11.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/14.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/18.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/19.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/2.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/20.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/26.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/28.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/30.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/31.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/32.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/33.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/35.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/36.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/37.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/38.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/40.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/43.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/44.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/49.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/6.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/8.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Anaconda/9.jpg,anaconda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/1.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/12.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/16.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/19.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/2.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/20.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/23.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/25.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/27.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/29.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/3.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/30.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/31.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/33.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/34.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/39.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/4.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/42.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/44.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/46.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/48.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/49.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/5.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Armadillo_gigante/50.jpg,armadillo gigante,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/13.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/15.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/16.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/18.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/19.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/20.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/22.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/23.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/26.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/28.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/3.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/30.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/33.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/36.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/37.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/38.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/4.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/42.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/43.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/47.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/48.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/50.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Boa_constrictor/8.jpg,boa constrictor,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/11.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/13.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/17.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/18.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/20.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/21.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/23.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/26.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/28.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/33.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/34.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/36.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/37.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/38.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/40.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/44.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/46.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/5.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/50.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/6.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/7.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Buho_cornudo/9.jpg,buho cornudo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/1.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/10.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/14.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/15.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/18.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/23.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/25.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/26.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/28.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/33.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/35.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/37.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/40.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/41.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/43.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/45.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/47.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/49.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/5.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/7.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/8.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cacique_candela/9.jpg,cacique candela,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/1.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/12.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/13.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/14.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/15.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/16.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/17.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/25.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/26.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/29.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/3.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/30.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/34.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/35.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/37.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/43.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/44.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/46.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/47.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/49.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/50.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/6.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caiman_aguja/7.jpg,caiman aguja,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/11.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/13.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/14.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/16.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/17.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/18.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/19.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/2.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/24.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/26.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/27.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/29.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/3.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/37.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/42.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/43.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/44.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Capibara/8.jpg,capibara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/15.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/16.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/19.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/2.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/22.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/26.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/37.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/38.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/44.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/45.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/49.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/5.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/50.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Caracara/6.jpg,caracara,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/11.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/15.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/16.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/18.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/21.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/22.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/23.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/26.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/28.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/30.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/32.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/36.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/37.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/38.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/39.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/4.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/40.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/43.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/44.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/46.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/47.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/48.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/49.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/5.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/50.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/7.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/8.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Colibri_esmeralda/9.jpg,colibri esmeralda,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/1.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/10.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/14.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/15.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/16.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/20.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/22.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/23.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/27.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/28.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/29.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/30.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/31.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/33.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/34.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/36.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/37.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/38.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/4.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/40.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/45.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/49.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/5.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/7.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Condor_de_los_Andes_peligro/9.jpg,condor de los andes,1
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cusumbo/11.jpg,cusumbo,0
C:/Users/Natalia/Desktop/PADIA/endansys/dataset/training/Cusumbo/12.jpg,cusumbo,0
